class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
1874,5807,Symplocarpus foetidus,eastern skunk cabbage,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Symplocarpus,foetidus,05807_Plantae_Tracheophyta_Liliopsida_Alismatales_Araceae_Symplocarpus_foetidus
1875,5829,Sabal minor,Dwarf Palmetto,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Sabal,minor,05829_Plantae_Tracheophyta_Liliopsida_Arecales_Arecaceae_Sabal_minor
1876,5830,Sabal palmetto,Carolina palmetto,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Sabal,palmetto,05830_Plantae_Tracheophyta_Liliopsida_Arecales_Arecaceae_Sabal_palmetto
1877,5844,Allium triquetrum,Three-cornered Leek,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,triquetrum,05844_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Allium_triquetrum
1878,5845,Allium ursinum,Ramsons,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,ursinum,05845_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Allium_ursinum
1879,5855,Haemanthus sanguineus,April-fool,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Haemanthus,sanguineus,05855_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Haemanthus_sanguineus
1880,5861,Lycoris radiata,red spider lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Lycoris,radiata,05861_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Lycoris_radiata
1881,5862,Narcissus poeticus,Poet's Narcissus,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,poeticus,05862_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Narcissus_poeticus
1882,5868,Zephyranthes atamasco,Atamasco Lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,atamasco,05868_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Zephyranthes_atamasco
1883,5882,Asparagus scandens,Climbing asparagus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,scandens,05882_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Asparagus_scandens
1884,5894,Dasylirion wheeleri,sotol,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dasylirion,wheeleri,05894_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Dasylirion_wheeleri
1885,5895,Dichelostemma capitatum,Blue Dicks,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dichelostemma,capitatum,05895_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Dichelostemma_capitatum
1886,5896,Dichelostemma congestum,fork-toothed ookow,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dichelostemma,congestum,05896_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Dichelostemma_congestum
1887,5900,Hyacinthoides hispanica,Spanish Bluebell,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,hispanica,05900_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Hyacinthoides_hispanica
1888,5901,Hyacinthoides non-scripta,bluebell,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,non-scripta,05901_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Hyacinthoides_non-scripta
1889,5922,Polygonatum odoratum,Scented Solomon's-seal,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,odoratum,05922_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Polygonatum_odoratum
1890,5930,Triteleia hyacinthina,white brodiaea,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Triteleia,hyacinthina,05930_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Triteleia_hyacinthina
1891,5936,Yucca elata,soaptree yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,elata,05936_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Yucca_elata
1892,5939,Yucca glauca,Spanish bayonet,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,glauca,05939_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Yucca_glauca
1893,5941,Yucca rupicola,Twisted-Leaf Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,rupicola,05941_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Yucca_rupicola
1894,5946,Aloe vera,aloe vera,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Aloe,vera,05946_Plantae_Tracheophyta_Liliopsida_Asparagales_Asphodelaceae_Aloe_vera
1895,5951,Kniphofia uvaria,Red Hot Poker,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Kniphofia,uvaria,05951_Plantae_Tracheophyta_Liliopsida_Asparagales_Asphodelaceae_Kniphofia_uvaria
1896,5967,Iris douglasiana,Douglas iris,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,douglasiana,05967_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Iris_douglasiana
1897,5971,Iris pseudacorus,Yellow Flag,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,pseudacorus,05971_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Iris_pseudacorus
1898,5972,Iris ruthenica,Pilgrim Iris,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,ruthenica,05972_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Iris_ruthenica
1899,5974,Iris sibirica,Siberian Iris,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,sibirica,05974_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Iris_sibirica
1900,5976,Iris verna,Dwarf Iris,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,verna,05976_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Iris_verna
1901,5977,Iris versicolor,northern blue flag,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,versicolor,05977_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Iris_versicolor
1902,5997,Arethusa bulbosa,Dragon's Mouth,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Arethusa,bulbosa,05997_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Arethusa_bulbosa
1903,5999,Caladenia carnea,Pink Lady Fingers,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,carnea,05999_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Caladenia_carnea
1904,6008,Corallorhiza mertensiana,Pacific coralroot,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Corallorhiza,mertensiana,06008_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Corallorhiza_mertensiana
1905,6011,Cypripedium acaule,pink lady's slipper,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,acaule,06011_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Cypripedium_acaule
1906,6012,Cypripedium calceolus,Lady's-slipper,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,calceolus,06012_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Cypripedium_calceolus
1907,6017,Cypripedium reginae,showy lady's slipper,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,reginae,06017_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Cypripedium_reginae
1908,6019,Dactylorhiza incarnata,Early Marsh-orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,incarnata,06019_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Dactylorhiza_incarnata
1909,6021,Dactylorhiza majalis,Broad-leaved Marsh Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,majalis,06021_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Dactylorhiza_majalis
1910,6022,Dactylorhiza sambucina,Elder-flowered Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,sambucina,06022_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Dactylorhiza_sambucina
1911,6029,Diuris pardina,Leopard Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diuris,pardina,06029_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Diuris_pardina
1912,6031,Earina mucronata,New Zealand Bamboo Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Earina,mucronata,06031_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Earina_mucronata
1913,6032,Epidendrum radicans,Fire-star orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,radicans,06032_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Epidendrum_radicans
1914,6038,Glossodia major,Waxlip Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Glossodia,major,06038_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Glossodia_major
1915,6046,Himantoglossum robertianum,giant orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Himantoglossum,robertianum,06046_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Himantoglossum_robertianum
1916,6052,Neotinea ustulata,Burnt-tip Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neotinea,ustulata,06052_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Neotinea_ustulata
1917,6055,Neottia ovata,Common Twayblade,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,ovata,06055_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Neottia_ovata
1918,6065,Orchis anthropophora,Man Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,anthropophora,06065_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Orchis_anthropophora
1919,6075,Platanthera clavellata,small green wood orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,clavellata,06075_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Platanthera_clavellata
1920,6092,Pyrorchis nigricans,Fire Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pyrorchis,nigricans,06092_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Pyrorchis_nigricans
1921,6099,Spiranthes romanzoffiana,Irish lady's-tresses,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,romanzoffiana,06099_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Spiranthes_romanzoffiana
1922,6109,Tradescantia fluminensis,Wandering Jew,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,fluminensis,06109_Plantae_Tracheophyta_Liliopsida_Commelinales_Commelinaceae_Tradescantia_fluminensis
1923,6116,Lachnanthes caroliniana,Carolina Redroot,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Lachnanthes,caroliniana,06116_Plantae_Tracheophyta_Liliopsida_Commelinales_Haemodoraceae_Lachnanthes_caroliniana
1924,6121,Dioscorea communis,Black Bryony,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,communis,06121_Plantae_Tracheophyta_Liliopsida_Dioscoreales_Dioscoreaceae_Dioscorea_communis
1925,6126,Gloriosa superba,flame lily,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Gloriosa,superba,06126_Plantae_Tracheophyta_Liliopsida_Liliales_Colchicaceae_Gloriosa_superba
1926,6131,Calochortus amabilis,Diogenes' lantern,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,amabilis,06131_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Calochortus_amabilis
1927,6134,Calochortus clavatus,Clubhair Mariposa Lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,clavatus,06134_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Calochortus_clavatus
1928,6144,Calochortus pulchellus,Mount Diablo fairy-lantern,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,pulchellus,06144_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Calochortus_pulchellus
1929,6148,Calochortus venustus,Butterfly Mariposa Lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,venustus,06148_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Calochortus_venustus
1930,6158,Erythronium sibiricum,Siberian Fawn Lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,sibiricum,06158_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Erythronium_sibiricum
1931,6169,Lilium canadense,Canada lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,canadense,06169_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Lilium_canadense
1932,6179,Lilium superbum,Turk's-cap lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,superbum,06179_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Lilium_superbum
1933,6184,Prosartes trachycarpa,rough-fruited fairybells,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Prosartes,trachycarpa,06184_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Prosartes_trachycarpa
1934,6186,Streptopus amplexifolius,white twisted-stalk,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Streptopus,amplexifolius,06186_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Streptopus_amplexifolius
1935,6209,Veratrum viride,green false hellebore,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Veratrum,viride,06209_Plantae_Tracheophyta_Liliopsida_Liliales_Melanthiaceae_Veratrum_viride
1936,6213,Smilax auriculata,Earleaf Greenbrier,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,auriculata,06213_Plantae_Tracheophyta_Liliopsida_Liliales_Smilacaceae_Smilax_auriculata
1937,6219,Smilax pumila,sarsaparilla vine,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,pumila,06219_Plantae_Tracheophyta_Liliopsida_Liliales_Smilacaceae_Smilax_pumila
1938,6222,Smilax tamnoides,bristly greenbrier,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,tamnoides,06222_Plantae_Tracheophyta_Liliopsida_Liliales_Smilacaceae_Smilax_tamnoides
1939,6226,Tillandsia fasciculata,cardinal airplant,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,fasciculata,06226_Plantae_Tracheophyta_Liliopsida_Poales_Bromeliaceae_Tillandsia_fasciculata
1940,6230,Bolboschoenus maritimus,sea clubrush,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Bolboschoenus,maritimus,06230_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Bolboschoenus_maritimus
1941,6240,Carex echinata,star sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,echinata,06240_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_echinata
1942,6241,Carex flava,yellow-green sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,flava,06241_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_flava
1943,6242,Carex gracillima,graceful sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,gracillima,06242_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_gracillima
1944,6257,Carex pendula,Hanging sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,pendula,06257_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_pendula
1945,6261,Carex pseudocyperus,Cyperus Sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,pseudocyperus,06261_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_pseudocyperus
1946,6262,Carex pumila,Sand Sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,pumila,06262_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_pumila
1947,6269,Carex sylvatica,wood sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,sylvatica,06269_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_sylvatica
1948,6273,Carex vulpinoidea,fox sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,vulpinoidea,06273_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_vulpinoidea
1949,6282,Cyperus strigosus,false nutsedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,strigosus,06282_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Cyperus_strigosus
1950,6283,Cyperus ustulatus,Giant Umbrella Sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,ustulatus,06283_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Cyperus_ustulatus
1951,6284,Dulichium arundinaceum,Three-way Sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Dulichium,arundinaceum,06284_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Dulichium_arundinaceum
1952,6291,Rhynchospora alba,white beak-sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,alba,06291_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Rhynchospora_alba
1953,6315,Achnatherum hymenoides,Indian ricegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Achnatherum,hymenoides,06315_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Achnatherum_hymenoides
1954,6319,Alopecurus pratensis,Meadow Foxtail,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,pratensis,06319_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Alopecurus_pratensis
1955,6327,Aristida purpurea,purple three-awn,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,purpurea,06327_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Aristida_purpurea
1956,6328,Arrhenatherum elatius,tall oat grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,elatius,06328_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Arrhenatherum_elatius
1957,6348,Bromus rubens,foxtail brome,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,rubens,06348_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Bromus_rubens
1958,6349,Bromus tectorum,cheat grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,tectorum,06349_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Bromus_tectorum
1959,6352,Cenchrus ciliaris,Buffel Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,ciliaris,06352_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Cenchrus_ciliaris
1960,6358,Cynodon dactylon,Bermuda grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,dactylon,06358_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Cynodon_dactylon
1961,6367,Distichlis spicata,Seashore Saltgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Distichlis,spicata,06367_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Distichlis_spicata
1962,6372,Elymus elymoides,squirreltail,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,elymoides,06372_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Elymus_elymoides
1963,6373,Elymus hystrix,bottlebrush grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,hystrix,06373_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Elymus_hystrix
1964,6375,Elymus virginicus,Virginia wildrye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,virginicus,06375_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Elymus_virginicus
1965,6376,Glyceria canadensis,rattlesnake mannagrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,canadensis,06376_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Glyceria_canadensis
1966,6377,Glyceria maxima,reed meadowgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,maxima,06377_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Glyceria_maxima
1967,6379,Hilaria rigida,big galleta,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hilaria,rigida,06379_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Hilaria_rigida
1968,6381,Hordeum jubatum,Foxtail Barley,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,jubatum,06381_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Hordeum_jubatum
1969,6386,Lagurus ovatus,Hare's Tail Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lagurus,ovatus,06386_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Lagurus_ovatus
1970,6393,Lolium pratense,spreading fescue,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lolium,pratense,06393_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Lolium_pratense
1971,6406,Panicum virgatum,switchgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,virgatum,06406_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Panicum_virgatum
1972,6408,Paspalum notatum,Bahia grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,notatum,06408_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Paspalum_notatum
1973,6412,Phalaris arundinacea,reed canary grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,arundinacea,06412_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Phalaris_arundinacea
1974,6414,Phleum pratense,Timothy,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,pratense,06414_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Phleum_pratense
1975,6417,Poa bulbosa,bulbous bluegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,bulbosa,06417_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Poa_bulbosa
1976,6419,Polypogon monspeliensis,annual beard grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Polypogon,monspeliensis,06419_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Polypogon_monspeliensis
1977,6430,Sporobolus michauxianus,cordgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,michauxianus,06430_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Sporobolus_michauxianus
1978,6437,Triticum aestivum,Bread Wheat,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,aestivum,06437_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Triticum_aestivum
1979,6438,Uniola paniculata,sea oats,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Uniola,paniculata,06438_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Uniola_paniculata
1980,6441,Sparganium erectum,Branched Bur-reed,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,erectum,06441_Plantae_Tracheophyta_Liliopsida_Poales_Typhaceae_Sparganium_erectum
1981,6448,Hellenia speciosa,Crêpe ginger,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,Hellenia,speciosa,06448_Plantae_Tracheophyta_Liliopsida_Zingiberales_Costaceae_Hellenia_speciosa
1982,6457,Hedychium coronarium,White ginger,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Hedychium,coronarium,06457_Plantae_Tracheophyta_Liliopsida_Zingiberales_Zingiberaceae_Hedychium_coronarium
1983,6479,Aegopodium podagraria,Goutweed,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Aegopodium,podagraria,06479_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Aegopodium_podagraria
1984,6488,Bifora americana,prairie bishop,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bifora,americana,06488_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Bifora_americana
1985,6499,Cryptotaenia canadensis,honewort,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cryptotaenia,canadensis,06499_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Cryptotaenia_canadensis
1986,6501,Daucus carota,Queen Anne's lace,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,carota,06501_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Daucus_carota
1987,6511,Ferula communis,Giant Fennel,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,communis,06511_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Ferula_communis
1988,6519,Lomatium triternatum,Ternate Desert-parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,triternatum,06519_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Lomatium_triternatum
1989,6521,Oenanthe aquatica,Fine-leaved Water-dropwort,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,aquatica,06521_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Oenanthe_aquatica
1990,6528,Pimpinella saxifraga,Burnet-saxifrage,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,saxifraga,06528_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Pimpinella_saxifraga
1991,6538,Seseli libanotis,Moon Carrot,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,libanotis,06538_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Seseli_libanotis
1992,6539,Sium suave,water parsnip,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sium,suave,06539_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Sium_suave
1993,6542,Torilis arvensis,common hedge parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis,arvensis,06542_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Torilis_arvensis
1994,6549,Aralia hispida,bristly sarsaparilla,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Aralia,hispida,06549_Plantae_Tracheophyta_Magnoliopsida_Apiales_Araliaceae_Aralia_hispida
