class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
367,7552,Persicaria maculosa,redshank,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,maculosa,07552_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Persicaria_maculosa
368,7558,Polygonum aviculare,prostrate knotweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,aviculare,07558_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Polygonum_aviculare
369,7559,Polygonum paronychia,beach knotweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,paronychia,07559_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Polygonum_paronychia
370,7560,Pterostegia drymarioides,woodland pterostegia,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Pterostegia,drymarioides,07560_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Pterostegia_drymarioides
371,7567,Rumex hymenosepalus,canaigre dock,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,hymenosepalus,07567_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Rumex_hymenosepalus
372,7576,Canotia holacantha,crucifixion thorn,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Canotia,holacantha,07576_Plantae_Tracheophyta_Magnoliopsida_Celastrales_Celastraceae_Canotia_holacantha
373,7611,Cevallia sinuata,Stinging Serpent,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Cevallia,sinuata,07611_Plantae_Tracheophyta_Magnoliopsida_Cornales_Loasaceae_Cevallia_sinuata
374,7613,Mentzelia hispida,Streambank Stickleaf,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,hispida,07613_Plantae_Tracheophyta_Magnoliopsida_Cornales_Loasaceae_Mentzelia_hispida
375,7619,Coriaria arborea,Tree Tutu,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Coriariaceae,Coriaria,arborea,07619_Plantae_Tracheophyta_Magnoliopsida_Cucurbitales_Coriariaceae_Coriaria_arborea
376,7625,Ecballium elaterium,squirting cucumber,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Ecballium,elaterium,07625_Plantae_Tracheophyta_Magnoliopsida_Cucurbitales_Cucurbitaceae_Ecballium_elaterium
377,7663,Symphoricarpos occidentalis,Western Snowberry,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos,occidentalis,07663_Plantae_Tracheophyta_Magnoliopsida_Dipsacales_Caprifoliaceae_Symphoricarpos_occidentalis
378,7678,Viburnum acerifolium,mapleleaf viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,acerifolium,07678_Plantae_Tracheophyta_Magnoliopsida_Dipsacales_Viburnaceae_Viburnum_acerifolium
379,7707,Arbutus unedo,strawberry tree,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arbutus,unedo,07707_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Arbutus_unedo
380,7709,Arctostaphylos glauca,Big Berry Manzanita,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,glauca,07709_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Arctostaphylos_glauca
381,7715,Calluna vulgaris,common heather,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Calluna,vulgaris,07715_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Calluna_vulgaris
382,7718,Ceratiola ericoides,sand heath,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Ceratiola,ericoides,07718_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Ceratiola_ericoides
383,7723,Dracophyllum longifolium,Inaka,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Dracophyllum,longifolium,07723_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Dracophyllum_longifolium
384,7732,Erica coccinea,Red Heath,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,coccinea,07732_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Erica_coccinea
385,7740,Gaultheria antipoda,Gaultheria antipoda,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,antipoda,07740_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Gaultheria_antipoda
386,7750,Kalmia procumbens,alpine azalea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,procumbens,07750_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Kalmia_procumbens
387,7751,Leptecophylla juniperina,Prickly mingimingi,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Leptecophylla,juniperina,07751_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Leptecophylla_juniperina
388,7792,Vaccinium membranaceum,black huckleberry,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,membranaceum,07792_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Vaccinium_membranaceum
389,7814,Ipomopsis longiflora,flaxflowered ipomopsis,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Ipomopsis,longiflora,07814_Plantae_Tracheophyta_Magnoliopsida_Ericales_Polemoniaceae_Ipomopsis_longiflora
390,7830,Phlox drummondii,Drummond's phlox,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,drummondii,07830_Plantae_Tracheophyta_Magnoliopsida_Ericales_Polemoniaceae_Phlox_drummondii
391,7832,Phlox longifolia,longleaf phlox,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,longifolia,07832_Plantae_Tracheophyta_Magnoliopsida_Ericales_Polemoniaceae_Phlox_longifolia
392,7843,Androsace septentrionalis,pygmy-flower rock-jasmine,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Androsace,septentrionalis,07843_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Androsace_septentrionalis
393,7888,Acacia confusa,Taiwan Acacia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,confusa,07888_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_confusa
394,7891,Acacia longifolia,longleaf wattle,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,longifolia,07891_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_longifolia
395,7943,Cytisus scoparius,Scotch Broom,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,scoparius,07943_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Cytisus_scoparius
396,8024,Melilotus albus,white sweet clover,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,albus,08024_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Melilotus_albus
397,8047,Platylobium obtusangulum,Common Flat-pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Platylobium,obtusangulum,08047_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Platylobium_obtusangulum
398,8057,Robinia pseudoacacia,black locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,08057_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Robinia_pseudoacacia
399,8083,Thermopsis californica,California goldenbanner,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Thermopsis,californica,08083_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Thermopsis_californica
400,8130,Polygala nana,candyroot,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,nana,08130_Plantae_Tracheophyta_Magnoliopsida_Fabales_Polygalaceae_Polygala_nana
401,8132,Polygala rugelii,Yellow milkwort,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,rugelii,08132_Plantae_Tracheophyta_Magnoliopsida_Fabales_Polygalaceae_Polygala_rugelii
402,8193,Quercus michauxii,swamp chestnut oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,michauxii,08193_Plantae_Tracheophyta_Magnoliopsida_Fagales_Fagaceae_Quercus_michauxii
403,8198,Quercus phellos,willow oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,phellos,08198_Plantae_Tracheophyta_Magnoliopsida_Fagales_Fagaceae_Quercus_phellos
404,8220,Morella californica,California Wax Myrtle,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,californica,08220_Plantae_Tracheophyta_Magnoliopsida_Fagales_Myricaceae_Morella_californica
405,8226,Garrya elliptica,Coast silk tassel,Plantae,Tracheophyta,Magnoliopsida,Garryales,Garryaceae,Garrya,elliptica,08226_Plantae_Tracheophyta_Magnoliopsida_Garryales_Garryaceae_Garrya_elliptica
406,8293,Frasera caroliniensis,American columbo,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Frasera,caroliniensis,08293_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Gentianaceae_Frasera_caroliniensis
407,8325,Coprosma dumosa,Coprosma dumosa,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coprosma,dumosa,08325_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Rubiaceae_Coprosma_dumosa
408,8327,Coprosma grandifolia,Kanono,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coprosma,grandifolia,08327_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Rubiaceae_Coprosma_grandifolia
409,8426,Ajuga genevensis,Blue Bugle,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,genevensis,08426_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Ajuga_genevensis
410,8427,Ajuga reptans,carpet bugle,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,reptans,08427_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Ajuga_reptans
411,8460,Melissa officinalis,lemon balm,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,officinalis,08460_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Melissa_officinalis
412,8471,Monarda punctata,spotted horse mint,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,punctata,08471_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Monarda_punctata
413,8482,Salvia apiana,white sage,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,apiana,08482_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Salvia_apiana
414,8486,Salvia columbariae,chia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,columbariae,08486_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Salvia_columbariae
415,8512,Stachys palustris,Marsh Woundwort,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,palustris,08512_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Stachys_palustris
416,8523,Trichostema lanatum,woolly blue curls,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Trichostema,lanatum,08523_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Trichostema_lanatum
417,8526,Vitex agnus-castus,Lilac chaste tree,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,agnus-castus,08526_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Vitex_agnus-castus
418,8569,Castilleja arvensis,field Indian paintbrush,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,arvensis,08569_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Castilleja_arvensis
419,8583,Castilleja purpurea,Purple paintbrush,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,purpurea,08583_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Castilleja_purpurea
420,8592,Epifagus virginiana,Beechdrops,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Epifagus,virginiana,08592_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Epifagus_virginiana
421,8600,Odontites vulgaris,Red Odontites,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Odontites,vulgaris,08600_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Odontites_vulgaris
422,8606,Pedicularis densiflora,Indian Warrior,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,densiflora,08606_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Pedicularis_densiflora
423,8626,Erythranthe cardinalis,scarlet monkeyflower,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Erythranthe,cardinalis,08626_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Phrymaceae_Erythranthe_cardinalis
424,8633,Phryma leptostachya,American lopseed,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Phryma,leptostachya,08633_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Phrymaceae_Phryma_leptostachya
425,8687,Veronica americana,American brooklime,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,americana,08687_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Plantaginaceae_Veronica_americana
426,8693,Veronica filiformis,Slender speedwell,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,filiformis,08693_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Plantaginaceae_Veronica_filiformis
427,8709,Buddleja davidii,Butterfly bush,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,davidii,08709_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Scrophulariaceae_Buddleja_davidii
428,8717,Verbascum nigrum,Dark Mullein,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,nigrum,08717_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Scrophulariaceae_Verbascum_nigrum
429,8719,Verbascum virgatum,Wand Mullein,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,virgatum,08719_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Scrophulariaceae_Verbascum_virgatum
430,8723,Duranta erecta,golden dewdrop,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,erecta,08723_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Verbenaceae_Duranta_erecta
431,8724,Glandularia bipinnatifida,Dakota mock vervain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Glandularia,bipinnatifida,08724_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Verbenaceae_Glandularia_bipinnatifida
432,8757,Asimina triloba,common pawpaw,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,triloba,08757_Plantae_Tracheophyta_Magnoliopsida_Magnoliales_Annonaceae_Asimina_triloba
433,8763,Magnolia tripetala,umbrella magnolia,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,tripetala,08763_Plantae_Tracheophyta_Magnoliopsida_Magnoliales_Magnoliaceae_Magnolia_tripetala
434,8767,Acalypha rhomboidea,common copperleaf,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,rhomboidea,08767_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Euphorbiaceae_Acalypha_rhomboidea
435,8773,Croton glandulosus,Tropic Croton,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,glandulosus,08773_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Euphorbiaceae_Croton_glandulosus
436,8804,Euphorbia ophthalmica,Florida Hammock Sandmat,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,ophthalmica,08804_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Euphorbiaceae_Euphorbia_ophthalmica
437,8818,Manihot esculenta,Cassava,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,esculenta,08818_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Euphorbiaceae_Manihot_esculenta
438,8834,Hypericum perforatum,Klamath weed,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,perforatum,08834_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Hypericaceae_Hypericum_perforatum
439,8867,Salix bebbiana,bebb's willow,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,bebbiana,08867_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Salicaceae_Salix_bebbiana
440,8869,Salix cinerea,Grey Willow,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,cinerea,08869_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Salicaceae_Salix_cinerea
441,8878,Salix nigra,black willow,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,nigra,08878_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Salicaceae_Salix_nigra
442,8912,Viola rotundifolia,Round-leaved Violet,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,rotundifolia,08912_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Violaceae_Viola_rotundifolia
443,8930,Abutilon theophrasti,velvetleaf,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,theophrasti,08930_Plantae_Tracheophyta_Magnoliopsida_Malvales_Malvaceae_Abutilon_theophrasti
444,8956,Malva assurgentiflora,Island Mallow,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,assurgentiflora,08956_Plantae_Tracheophyta_Magnoliopsida_Malvales_Malvaceae_Malva_assurgentiflora
445,8987,Muntingia calabura,Cherry Tree,Plantae,Tracheophyta,Magnoliopsida,Malvales,Muntingiaceae,Muntingia,calabura,08987_Plantae_Tracheophyta_Magnoliopsida_Malvales_Muntingiaceae_Muntingia_calabura
446,9069,Oenothera rosea,rose evening primrose,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,rosea,09069_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_rosea
447,9089,Aristotelia serrata,Wineberry,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,serrata,09089_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Elaeocarpaceae_Aristotelia_serrata
448,9124,Banksia integrifolia,Coastal Banksia,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,integrifolia,09124_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Banksia_integrifolia
449,9128,Leucadendron laureolum,Golden Sunshinebush,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Leucadendron,laureolum,09128_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Leucadendron_laureolum
450,9133,Mimetes cucullatus,red pagoda,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Mimetes,cucullatus,09133_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Mimetes_cucullatus
451,9199,Actaea racemosa,black cohosh,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,racemosa,09199_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Actaea_racemosa
452,9202,Adonis vernalis,Spring Adonis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Adonis,vernalis,09202_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Adonis_vernalis
453,9203,Anemonastrum canadense,meadow anemone,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemonastrum,canadense,09203_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Anemonastrum_canadense
454,9221,Aquilegia vulgaris,common columbine,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,vulgaris,09221_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Aquilegia_vulgaris
455,9226,Clematis crispa,Swamp Leather Flower,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,crispa,09226_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Clematis_crispa
456,9235,Clematis virginiana,Virginia virgin's-bower,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,virginiana,09235_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Clematis_virginiana
457,9258,Pulsatilla patens,eastern pasqueflower,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Pulsatilla,patens,09258_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Pulsatilla_patens
458,9260,Ranunculus acris,meadow buttercup,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,acris,09260_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Ranunculus_acris
459,9314,Morus indica,Korean mulberry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,indica,09314_Plantae_Tracheophyta_Magnoliopsida_Rosales_Moraceae_Morus_indica
460,9372,Crataegus marshallii,parsley hawthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,marshallii,09372_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Crataegus_marshallii
461,9379,Eriobotrya japonica,Loquat,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,japonica,09379_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Eriobotrya_japonica
462,9408,Potentilla canadensis,dwarf cinquefoil,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,canadensis,09408_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Potentilla_canadensis
463,9423,Prunus fasciculata,desert almond,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,fasciculata,09423_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Prunus_fasciculata
464,9431,Prunus pumila,sand cherry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,pumila,09431_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Prunus_pumila
465,9433,Prunus spinosa,Blackthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,spinosa,09433_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Prunus_spinosa
466,9460,Rubus bifrons,Himalayan-berry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,bifrons,09460_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Rubus_bifrons
467,9477,Rubus schmidelioides,Rubus schmidelioides,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,schmidelioides,09477_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Rubus_schmidelioides
468,9499,Ulmus americana,American elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,americana,09499_Plantae_Tracheophyta_Magnoliopsida_Rosales_Ulmaceae_Ulmus_americana
469,9505,Ulmus pumila,Siberian elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,pumila,09505_Plantae_Tracheophyta_Magnoliopsida_Rosales_Ulmaceae_Ulmus_pumila
470,9510,Laportea canadensis,Canadian wood nettle,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Laportea,canadensis,09510_Plantae_Tracheophyta_Magnoliopsida_Rosales_Urticaceae_Laportea_canadensis
471,9518,Urtica urens,Dwarf Nettle,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,urens,09518_Plantae_Tracheophyta_Magnoliopsida_Rosales_Urticaceae_Urtica_urens
472,9525,Phoradendron californicum,desert mistletoe,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Phoradendron,californicum,09525_Plantae_Tracheophyta_Magnoliopsida_Santalales_Santalaceae_Phoradendron_californicum
473,9548,Toxicodendron rydbergii,poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,rydbergii,09548_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Anacardiaceae_Toxicodendron_rydbergii
474,9550,Bursera microphylla,elephant tree,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera,microphylla,09550_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Burseraceae_Bursera_microphylla
475,9565,Acer campestre,field maple,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,campestre,09565_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Sapindaceae_Acer_campestre
476,9586,Aesculus pavia,Red Buckeye,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,pavia,09586_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Sapindaceae_Aesculus_pavia
477,9597,Crassula ovata,jade plant,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,ovata,09597_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Crassulaceae_Crassula_ovata
478,9610,Rhodiola integrifolia,western roseroot,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,integrifolia,09610_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Crassulaceae_Rhodiola_integrifolia
479,9640,Ribes uva-crispa,Goose-berry,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,uva-crispa,09640_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_uva-crispa
480,9674,Tolmiea menziesii,youth on age,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tolmiea,menziesii,09674_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Saxifragaceae_Tolmiea_menziesii
481,9695,Ipomoea coccinea,red morning glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,coccinea,09695_Plantae_Tracheophyta_Magnoliopsida_Solanales_Convolvulaceae_Ipomoea_coccinea
482,9702,Ipomoea obscura,Obscure Morning Glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,obscura,09702_Plantae_Tracheophyta_Magnoliopsida_Solanales_Convolvulaceae_Ipomoea_obscura
483,9735,Solanum dimidiatum,western horsenettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,dimidiatum,09735_Plantae_Tracheophyta_Magnoliopsida_Solanales_Solanaceae_Solanum_dimidiatum
